Generation;PopBestRed;PopBestBlue;PopAvgRed;PopAvgBlue;BestOverallRed;BestOverallBlue
0;2987,916;0;582,5278;0;2987,916;0
1;2989,662;0;1757,97;0;2989,662;0
2;2970,769;0;1542,119;0;2970,769;0
3;2981,817;0;751,0375;0;2981,817;0
4;5332,664;0;1832,312;0;5332,664;0
5;2981,375;0;642,817;0;2981,375;0
6;2977,468;0;1894,255;0;2977,468;0
7;2976,55;0;708,6766;0;2976,55;0
8;2982,436;0;1866,556;0;2982,436;0
9;2988,328;0;1958,986;0;2988,328;0
10;327,8534;0;-5386,302;0;327,8534;0
11;336,1725;0;-4122,452;0;336,1725;0
12;1541,355;0;-3876,844;0;1541,355;0
13;297,8781;0;-4171,88;0;297,8781;0
14;381,6396;0;-2452,069;0;381,6396;0
15;426,036;0;-3924,072;0;426,036;0
16;365,9388;0;-2959,23;0;365,9388;0
17;1737,287;0;-6010,953;0;1737,287;0
18;349,153;0;-4091,89;0;349,153;0
19;373,971;0;-4175,41;0;373,971;0
20;3010,006;0;2708,643;0;3010,006;0
21;3022,149;0;2703,485;0;3022,149;0
22;3027,099;0;2288,071;0;3027,099;0

